2654788.0,3863287.0,1535134.0,270683.0,1070733.0,1059377.0,-375425.0,-821744.0,2335980.0,636544.0,2199687.0,161397.0,2093692.0,998921.0,859209.0,-96854.0
2651459.2672842825,3861753.2672842825,1541826.2672842827,282261.2672842827,1079519.2672842827,1071532.2672842827,-363810.7327157173,-808723.7327157173,2352825.2672842825,646388.2672842827,2230190.2672842825,173221.26728428272,2111721.2672842825,1010683.2672842827,875228.2672842827,-85489.73271571728
2653249.332335643,3863161.332335643,1535136.332335643,271974.33233564306,1071905.332335643,1061069.332335643,-373520.66766435694,-818566.667664357,2335926.332335643,639669.332335643,2200330.332335643,161049.33233564303,2094586.332335643,1000377.332335643,860435.332335643,-94892.66766435695
2634170.1274927133,3842956.1274927133,1521527.127492713,262660.1274927131,1059629.127492713,1052069.127492713,-382660.8725072869,-828843.8725072868,2334203.1274927133,629086.1274927132,2210968.1274927133,154314.1274927131,2092352.127492713,991219.1274927132,855266.1274927132,-106129.87250728688
2647612.1011283514,3858301.1011283514,1531285.1011283514,267642.10112835147,1067586.1011283514,1056752.1011283514,-377740.89887164853,-822782.8988716486,2330851.1011283514,638088.1011283514,2195702.1011283514,157418.10112835144,2090098.1011283514,997417.1011283514,856366.1011283514,-98214.89887164855
2657412.5651629516,3863546.5651629516,1542263.5651629516,280965.56516295153,1078221.5651629516,1070168.5651629516,-365393.43483704847,-810563.4348370484,2354811.5651629516,649131.5651629516,2231471.5651629516,174202.56516295153,2112237.5651629516,1009777.5651629516,875834.5651629516,-86839.43483704847
2650435.245526847,3863047.245526847,1537280.2455268467,273336.2455268468,1073882.2455268467,1063033.2455268467,-371142.7544731532,-815822.7544731532,2334607.245526847,646155.2455268468,2202233.245526847,163524.2455268468,2096164.2455268467,1003666.2455268468,862697.2455268468,-92369.75447315321
2641652.72947534,3846899.72947534,1525137.7294753399,262720.7294753398,1060479.7294753399,1051948.7294753399,-383446.2705246602,-828181.2705246602,2336375.72947534,633040.7294753398,2212669.72947534,156862.72947533982,2094024.7294753399,991076.7294753398,857432.7294753398,-105847.27052466018
2638030.4632589826,3852735.4632589826,1528209.4632589829,264921.4632589828,1066036.4632589829,1054769.4632589829,-379868.5367410172,-825310.5367410171,2326170.4632589826,640359.4632589829,2194203.4632589826,155154.46325898284,2087790.4632589829,995549.4632589829,854031.4632589829,-100881.53674101716
2661991.27925502,3865659.27925502,1543613.2792550202,279984.27925502014,1078285.2792550202,1068824.2792550202,-367944.72074497986,-811472.7207449798,2354931.27925502,651980.2792550202,2228537.27925502,174037.27925502014,2111197.27925502,1007515.2792550202,874592.2792550202,-88703.72074497986
2645703.8525229245,3861233.8525229245,1538348.8525229248,275996.8525229247,1077303.8525229248,1065710.8525229248,-366885.1474770753,-812473.1474770752,2336356.8525229245,652703.8525229248,2207030.8525229245,164858.85252292475,2099394.8525229245,1005774.8525229248,865877.8525229248,-89581.14747707527
2649071.867572242,3851134.867572242,1528453.8675722422,264178.8675722421,1062051.8675722422,1052330.8675722422,-384572.1324277579,-827859.1324277578,2338606.867572242,637693.8675722422,2210579.867572242,157706.86757224213,2094941.8675722422,990856.8675722422,858318.8675722422,-104701.13242775788
2631693.528940713,3847132.528940713,1525041.528940713,263752.5289407131,1063953.528940713,1053065.528940713,-380316.4710592869,-825854.471059287,2324608.528940713,641598.528940713,2197052.528940713,152339.5289407131,2087998.528940713,992771.528940713,853928.528940713,-102035.47105928691
2666134.471059287,3867508.471059287,1543323.471059287,279124.47105928685,1077040.471059287,1066864.471059287,-367337.52894071315,-812803.5289407131,2352858.471059287,654172.4710592869,2223137.471059287,172535.47105928688,2109272.471059287,1005396.4710592869,872610.4710592869,-89652.52894071312
2644339.132427758,3859763.132427758,1538355.1324277578,278153.1324277579,1078450.1324277578,1068354.1324277578,-366577.8675722421,-810860.867572242,2339272.132427758,657705.132427758,2213799.132427758,167733.1324277579,2103878.132427758,1007818.132427758,869043.132427758,-87544.86757224209
2654890.1474770755,3855440.1474770755,1530345.1474770752,265302.1474770753,1063732.1474770752,1054157.1474770752,-382192.8525229247,-825022.8525229248,2339760.1474770755,642670.1474770752,2207226.1474770755,159638.14747707528,2095508.1474770752,992804.1474770752,859017.1474770752,-102555.85252292472
2627254.72074498,3842699.72074498,1520952.7207449798,261613.72074497983,1061759.7207449798,1052593.7207449798,-382510.27925502014,-826298.2792550202,2324884.72074498,642719.7207449798,2200763.72074498,152321.72074497983,2088845.7207449798,992589.7207449798,854231.7207449798,-103671.27925502017
2665519.536741017,3867630.536741017,1540197.5367410171,275582.53674101713,1074720.5367410171,1064695.5367410171,-371255.46325898287,-814832.4632589829,2348064.536741017,655215.5367410171,2214188.536741017,170251.53674101713,2104184.536741017,1004004.5367410171,868294.5367410171,-92467.46325898288
2644647.27052466,3859355.27052466,1538071.2705246601,279506.2705246602,1079223.2705246601,1069970.2705246601,-364986.7294753398,-808719.7294753398,2344392.27052466,661003.2705246602,2221044.27052466,170590.2705246602,2107306.27052466,1010287.2705246602,872482.2705246602,-86254.7294753398
2656533.754473153,3859345.754473153,1531607.7544731533,266973.75447315327,1066243.7544731533,1055301.7544731533,-380168.24552684673,-823471.2455268467,2338481.754473153,647621.7544731533,2202872.754473153,160312.75447315324,2094165.7544731533,995192.7544731533,859113.7544731533,-100392.24552684675
2626730.4348370484,3840559.4348370484,1519736.4348370484,261457.43483704847,1060315.4348370484,1051005.4348370484,-383705.56516295153,-827666.5651629516,2329024.4348370484,643142.4348370484,2205925.4348370484,152328.43483704847,2090066.4348370484,991600.4348370484,855301.4348370484,-104428.56516295153
2660953.8988716486,3865629.8988716486,1537349.8988716486,273114.89887164853,1072825.8988716486,1060891.8988716486,-374341.10112835147,-818252.1011283515,2343574.8988716486,655037.8988716485,2206597.8988716486,165220.89887164853,2098846.8988716486,1001494.8988716485,864506.8988716485,-93963.10112835148
2647265.8725072867,3859792.8725072867,1539576.872507287,281128.8725072869,1079932.872507287,1070375.872507287,-365057.1274927131,-808912.1274927132,2350569.8725072867,663117.8725072868,2227946.8725072867,172061.8725072869,2110349.8725072867,1011533.8725072868,875429.8725072868,-85238.1274927131
2655079.667664357,3861550.667664357,1533837.667664357,269290.667664357,1068924.667664357,1057571.667664357,-377216.332335643,-821043.332335643,2337788.667664357,652109.667664357,2200786.667664357,160014.66766435702,2093682.667664357,998724.667664357,860061.667664357,-97498.33233564299
2629693.732715717,3840968.732715717,1520913.7327157173,261945.73271571728,1059308.7327157173,1050954.7327157173,-384550.2672842827,-828458.2672842827,2332853.732715717,643857.7327157173,2210738.732715717,152916.73271571728,2091663.7327157173,991636.7327157173,856551.7327157173,-105284.26728428272
